suggestion_id,PARSE-Ego4D ID,Query,Action,Description,n_raters,SENSIBLE_mean,SENSIBLE_std,CORRECT_mean,CORRECT_std,IMPLICIT_mean,IMPLICIT_std,VALUE_mean,VALUE_std,LIKELY_mean,LIKELY_std,split
17144,b32d590d-e5ee-4477-ada1-8ccbc0ee28e1-145-1-200,What's the best way to clean up the farm?,Assistant,How can I clean up the farm?,1,3.0,,2.0,,2.0,,,,,,train
17145,b32d590d-e5ee-4477-ada1-8ccbc0ee28e1-98-2-200,What is this pipe used for?,Multimodal search,What is this pipe?,1,3.0,,2.0,,3.0,,,,,,train
17146,b32d590d-e5ee-4477-ada1-8ccbc0ee28e1-98-2-200,What kind of plants are these?,Multimodal search,What are these plants?,2,3.5,2.1213203435596424,5.0,0.0,3.0,2.8284271247461903,,,,,train
17149,b33b8d86-8320-4945-ac78-32e6d751cdbd-132-0-200,What color should I make the butterfly?,Multimodal search,What color should I color the butterfly?,6,3.6666666666666665,1.505545305418162,3.3333333333333335,1.632993161855452,2.6666666666666665,1.505545305418162,,,,,test
17150,b33b8d86-8320-4945-ac78-32e6d751cdbd-132-0-200,What colors do you suggest for the butterfly?,Multimodal search,What color should I color the butterfly?,1,1.0,,2.0,,1.0,,,,,,train
17151,b33b8d86-8320-4945-ac78-32e6d751cdbd-132-1-200,How do I make a butterfly out of paper?,Instructions,Show me how to make a butterfly out of paper,1,5.0,,5.0,,2.0,,,,,,train
17152,b33b8d86-8320-4945-ac78-32e6d751cdbd-28-1-200,Show me my shopping list,Assistant,Open the shopping list,1,5.0,,5.0,,2.0,,,,,,train
17163,b349f9f0-1eda-4e57-ae49-fa3a279b42e6-199-0-200,What should I do next?,Instructions,How should I proceed with my craft project?,2,3.0,2.8284271247461903,3.0,2.8284271247461903,2.5,2.1213203435596424,,,,,train
17164,b349f9f0-1eda-4e57-ae49-fa3a279b42e6-164-1-200,How do I glue this piece onto the papercraft?,Instructions,How do I glue this piece onto the papercraft?,1,1.0,,3.0,,1.0,,,,,,train
17165,b349f9f0-1eda-4e57-ae49-fa3a279b42e6-164-1-200,What materials do I need for this project?,Instructions,What materials do I need for this project?,1,5.0,,4.0,,3.0,,,,,,train
17166,b349f9f0-1eda-4e57-ae49-fa3a279b42e6-84-2-200,Show me a tutorial on how to make a flower craft,Instructions,Show me a tutorial on how to make a flower craft,5,4.0,1.0,4.0,1.0,3.0,1.5811388300841898,,,,,test
17167,b34c5bd2-dc08-4b76-a566-9f46ec9e4cec-28-0-200,Show me my shopping list,Assistant,Open the shopping list,1,4.0,,5.0,,2.0,,,,,,train
17168,b34c5bd2-dc08-4b76-a566-9f46ec9e4cec-28-0-200,Show me my shopping list and suggest items,Assistant,Open the shopping list and suggest items,1,1.0,,1.0,,1.0,,,,,,train
17171,b390f179-78cb-4522-9abc-467e0597d4b7-142-0-200,Show me my shopping list,Assistant,Show me my shopping list,1,5.0,,5.0,,4.0,,,,,,train
17172,b390f179-78cb-4522-9abc-467e0597d4b7-142-0-200,What are some good recipes for crepes?,Instructions,Show me some recipes for crepes,5,4.0,1.4142135623730951,5.0,0.0,2.6,1.51657508881031,,,,,test
17173,b390f179-78cb-4522-9abc-467e0597d4b7-139-1-200,Show me a recipe for pancakes,Multimodal search,Show me a recipe for pancakes,1,4.0,,4.0,,5.0,,,,,,train
17174,b390f179-78cb-4522-9abc-467e0597d4b7-139-1-200,What is the nutritional information of these pancakes?,Multimodal search,Show me the nutritional information of these pancakes,1,1.0,,1.0,,1.0,,,,,,train
17175,b391c221-f390-40e2-a210-a22616adb272-55-0-200,Show me a guide for this game,Instructions,Open a guide for the game I'm playing,5,4.0,1.7320508075688772,4.0,1.7320508075688772,4.0,1.7320508075688772,,,,,test
17176,b3937482-c973-4263-957d-1d5366329dad-146-0-200,Keep track of my score,Memory,Keep track of my score,6,4.0,1.2649110640673518,3.6666666666666665,1.505545305418162,3.6666666666666665,1.0327955589886444,,,,,test
17177,b3937482-c973-4263-957d-1d5366329dad-146-0-200,Keep track of my score and take a picture of the board,Memory,Keep track of my score and take a picture of the board,1,5.0,,5.0,,5.0,,,,,,train
17178,b3937482-c973-4263-957d-1d5366329dad-164-1-200,What moves can I make?,Instructions,Show me the possible moves that I can make,1,4.0,,5.0,,5.0,,,,,,train
17179,b3937482-c973-4263-957d-1d5366329dad-164-1-200,What moves can I make? What do you suggest I do?,Instructions,"Show me the possible moves that I can make, and also suggest a move for me to make",5,3.6,1.51657508881031,4.0,0.7071067811865476,2.2,1.3038404810405297,,,,,test
17180,b3937482-c973-4263-957d-1d5366329dad-173-2-200,What are the possible outcomes of rolling the dice?,Assistant,Show me the possible outcomes of rolling the dice,1,2.0,,2.0,,2.0,,,,,,train
17181,b3937482-c973-4263-957d-1d5366329dad-173-2-200,What is a good strategy for playing monopoly?,Assistant,Suggest a strategy for playing monopoly,5,2.8,2.04939015319192,1.2,0.4472135954999579,3.0,1.8708286933869707,,,,,test
17182,b3937482-c973-4263-957d-1d5366329dad-192-3-200,What are the rules of Monopoly?,Assistant,Show the rules of the game,2,5.0,0.0,5.0,0.0,3.0,2.8284271247461903,,,,,train
17183,b3937482-c973-4263-957d-1d5366329dad-187-4-200,What are the possible outcomes of rolling the dice?,Assistant,Show me the possible outcomes of rolling the dice,1,5.0,,2.0,,5.0,,,,,,train
17184,b3937482-c973-4263-957d-1d5366329dad-187-4-200,What properties do I own?,Assistant,Show me a list of all the properties I own,1,1.0,,1.0,,1.0,,,,,,train
17185,b3937482-c973-4263-957d-1d5366329dad-41-5-200,What are the possible outcomes of rolling the dice?,Assistant,Show me the possible outcomes of rolling the dice,1,3.0,,3.0,,3.0,,,,,,train
17186,b3937482-c973-4263-957d-1d5366329dad-41-5-200,What are the possible outcomes of rolling the dice and what should I do?,Assistant,Show me the possible outcomes of rolling the dice and suggest a strategy,1,4.0,,1.0,,2.0,,,,,,train
17187,b3937482-c973-4263-957d-1d5366329dad-169-6-200,Show me my shopping list,Assistant,Open the shopping list,5,3.0,1.224744871391589,2.0,1.4142135623730951,2.4,1.3416407864998738,,,,,test
17188,b3937482-c973-4263-957d-1d5366329dad-169-6-200,Show me my shopping list and remind me to put down the card,Memory,Open the shopping list and put down the card,1,1.0,,1.0,,1.0,,,,,,train
17189,b3937482-c973-4263-957d-1d5366329dad-199-7-200,What are my options?,Instructions,Show me the possible moves I can make,1,5.0,,4.0,,4.0,,,,,,train
17190,b3937482-c973-4263-957d-1d5366329dad-199-7-200,"What are my options, and what are the possible outcomes?",Instructions,"Show me the possible moves I can make, along with the potential outcomes of each move",1,5.0,,5.0,,5.0,,,,,,train
17191,b3937482-c973-4263-957d-1d5366329dad-199-8-200,Set a timer for 30 minutes,Assistant,Set a timer for 30 minutes,1,5.0,,5.0,,3.0,,,,,,train
17192,b3937482-c973-4263-957d-1d5366329dad-199-8-200,Keep track of my score,Memory,Keep track of my score,1,5.0,,3.0,,4.0,,,,,,train
17193,b3a0d595-d5b4-4e4b-9c52-337053871604-98-0-200,How do I use this vacuum cleaner?,Instructions,Show me how to use the vacuum cleaner,1,5.0,,5.0,,5.0,,,,,,train
17194,b3ba6f28-2506-4121-ad08-c5b96b410a1f-142-0-200,How much longer will it take me to finish this job?,Assistant,How much longer will it take me to finish this job?,1,2.0,,1.0,,1.0,,,,,,train
17195,b3ba6f28-2506-4121-ad08-c5b96b410a1f-142-0-200,Play some music to help me focus,Assistant,Play some music to help me focus,3,3.0,2.0,3.3333333333333335,2.0816659994661326,2.6666666666666665,1.5275252316519465,,,,,val
17196,b3ba6f28-2506-4121-ad08-c5b96b410a1f-165-1-200,How do I remove nails from wood?,Instructions,How do I remove nails from wood?,5,3.8,1.3038404810405297,4.4,0.8944271909999161,3.2,1.4832396974191326,,,,,test
17197,b3ba6f28-2506-4121-ad08-c5b96b410a1f-165-1-200,How do I remove nails from wood? How do I dispose of the nails and wood scraps?,Instructions,How do I remove nails from wood? How do I dispose of the nails and wood scraps?,1,5.0,,3.0,,4.0,,,,,,train
17198,b3bc7cb1-88b2-41e1-86cf-6ecdb8e0dbca-178-0-200,How do I fix this?,Instructions,How do I fix this fuse box?,1,4.0,,4.0,,4.0,,,,,,train
17199,b3bc7cb1-88b2-41e1-86cf-6ecdb8e0dbca-178-0-200,Show me a video on how to fix this,Instructions,Show me a video on how to fix this fuse box,1,1.0,,2.0,,1.0,,,,,,train
17200,b3bc7cb1-88b2-41e1-86cf-6ecdb8e0dbca-189-1-200,What should I do next?,Assistant,What should I do next?,1,5.0,,1.0,,2.0,,,,,,train
17201,b3bc7cb1-88b2-41e1-86cf-6ecdb8e0dbca-189-1-200,Do you want to save your progress?,Memory,Do you want to save your progress?,7,2.4285714285714284,1.2724180205607034,3.2857142857142856,1.4960264830861913,1.8571428571428572,1.0690449676496976,,,,,test
17202,b3c2ce02-c4a7-4ff7-984d-4be1cb50748a-170-0-200,What should I cook with the ingredients I have?,Multimodal search,What should I cook?,1,4.0,,5.0,,5.0,,,,,,train
17203,b3c2ce02-c4a7-4ff7-984d-4be1cb50748a-170-0-200,What can I make with the ingredients I have been handling?,Multimodal search,Suggest a recipe that uses all of the ingredients I have been handling,1,3.0,,3.0,,2.0,,,,,,train
17204,b3df1e5e-0c7a-4ac5-84b6-41acde78d57d-78-0-200,What are the next steps?,Instructions,What do I need to do next?,3,3.3333333333333335,2.0816659994661326,2.6666666666666665,1.1547005383792515,3.6666666666666665,1.5275252316519465,,,,,val
17205,b3df1e5e-0c7a-4ac5-84b6-41acde78d57d-78-0-200,"What are the next steps? Also, set a timer for 15 minutes.",Assistant,What do I need to do next?,1,2.0,,3.0,,2.0,,,,,,train
17206,b3e2d0e1-30f9-4db0-bf5f-4b702c2dc68d-199-0-200,Show me how to assemble this model,Instructions,Show me how to assemble this model,1,5.0,,5.0,,5.0,,,,,,train
17207,b3e2d0e1-30f9-4db0-bf5f-4b702c2dc68d-199-0-200,What is this model used for?,Assistant,Tell me more about this model,1,4.0,,1.0,,3.0,,,,,,train
17208,b3e2d0e1-30f9-4db0-bf5f-4b702c2dc68d-198-1-200,Show me a video tutorial on how to assemble this model,Instructions,Show me a video tutorial on how to assemble this model,2,4.0,1.4142135623730951,4.0,1.4142135623730951,4.0,1.4142135623730951,,,,,train
17209,b3e2d0e1-30f9-4db0-bf5f-4b702c2dc68d-198-1-200,Show me a 3D model of the assembled model,Instructions,Show me a 3D model of the assembled model,1,5.0,,5.0,,5.0,,,,,,train
17210,b3e2d0e1-30f9-4db0-bf5f-4b702c2dc68d-88-2-200,Show me how to do a jigsaw puzzle,Instructions,Show me a video tutorial on how to do a jigsaw puzzle,1,5.0,,4.0,,3.0,,,,,,train
17211,b3e2d0e1-30f9-4db0-bf5f-4b702c2dc68d-140-2-200,What does the finished puzzle look like?,Multimodal search,Show me a completed image of the puzzle,1,4.0,,5.0,,5.0,,,,,,train
17212,b4068f40-69e9-4217-81ba-84e59c25f125-169-0-200,Create a to-do list of the clothes that still need to be washed,Assistant,Create a to-do list of the clothes that still need to be washed,1,5.0,,5.0,,4.0,,,,,,train
17213,b4068f40-69e9-4217-81ba-84e59c25f125-169-0-200,"Create a to-do list of the clothes that still need to be washed, and then remind me to put the clothes in the dryer when the washing machine is finished",Assistant,"Create a to-do list of the clothes that still need to be washed, and then remind me to put the clothes in the dryer when the washing machine is finished",1,4.0,,4.0,,5.0,,,,,,train
17215,b4068f40-69e9-4217-81ba-84e59c25f125-136-1-200,Where can I buy a laundry basket?,Maps,Find a nearby store that sells laundry baskets,1,4.0,,4.0,,2.0,,,,,,train
17217,b40913e4-79cc-45b6-a072-490667ced20f-36-0-200,Set a timer for 15 minutes,Assistant,Set a timer for 15 minutes,1,4.0,,5.0,,4.0,,,,,,train
17218,b4102985-f089-434d-92fb-076602050084-46-0-200,How do I tighten a nut?,Instructions,Show me how to tighten a nut,1,5.0,,5.0,,5.0,,,,,,train
17219,b4102985-f089-434d-92fb-076602050084-36-0-200,How do I tighten a nut? Where is the nearest auto parts store?,Maps,"Show me how to tighten a nut, and show me nearby auto parts stores",1,5.0,,2.0,,2.0,,,,,,train
17220,b42d2576-1410-4993-bc1d-acf45d9d49b3-185-0-200,What is Napier grass?,Multimodal search,Search for information about Napier grass,1,4.0,,4.0,,2.0,,,,,,train
17221,b42d2576-1410-4993-bc1d-acf45d9d49b3-185-0-200,Where can I buy Napier grass?,Multimodal search,Search for a place to buy Napier grass,2,4.5,0.7071067811865476,2.5,2.1213203435596424,4.0,1.4142135623730951,,,,,val
17222,b42d2576-1410-4993-bc1d-acf45d9d49b3-197-1-200,Show me a tutorial on how to cut Napier grass,Instructions,Show me how to cut Napier grass,1,5.0,,5.0,,5.0,,,,,,train
17223,b42d2576-1410-4993-bc1d-acf45d9d49b3-197-1-200,What's the best way to cut Napier grass?,Instructions,Show me how to cut Napier grass,1,5.0,,5.0,,3.0,,,,,,train
17224,b42d2576-1410-4993-bc1d-acf45d9d49b3-198-2-200,How do I cut Napier grass?,Instructions,Show me a tutorial on how to cut Napier grass,1,3.0,,3.0,,3.0,,,,,,train
17225,b42d2576-1410-4993-bc1d-acf45d9d49b3-198-2-200,Set a timer for 5 minutes,Assistant,Set a timer for 5 minutes,1,4.0,,3.0,,4.0,,,,,,train
17226,b42d2576-1410-4993-bc1d-acf45d9d49b3-198-3-200,How do I cut Napier grass?,Instructions,Show me how to cut Napier grass,6,3.1666666666666665,1.4719601443879746,3.8333333333333335,1.8348478592697182,2.1666666666666665,1.4719601443879744,,,,,test
17227,b42d2576-1410-4993-bc1d-acf45d9d49b3-198-3-200,What is Napier grass?,Language,Tell me more about Napier grass,1,5.0,,2.0,,4.0,,,,,,train
17228,b42d2576-1410-4993-bc1d-acf45d9d49b3-47-4-200,How do I tie Napier grass?,Instructions,How to tie Napier grass,5,4.4,0.8944271909999159,4.2,1.3038404810405297,3.0,1.5811388300841898,,,,,test
17229,b42d2576-1410-4993-bc1d-acf45d9d49b3-47-4-200,Remind me to eat or drink,Assistant,Remind me to eat or drink,5,2.6,1.140175425099138,2.4,1.51657508881031,2.2,1.3038404810405297,,,,,test
17230,b42d2576-1410-4993-bc1d-acf45d9d49b3-197-5-200,How do I make a broom?,Instructions,How to make a broom,1,5.0,,5.0,,5.0,,,,,,train
17231,b42d2576-1410-4993-bc1d-acf45d9d49b3-143-6-200,What should I do with all this twine?,Language,How to dispose of twine,6,3.8333333333333335,1.834847859269718,2.6666666666666665,1.632993161855452,3.1666666666666665,1.1690451944500122,,,,,test
17232,b42d2576-1410-4993-bc1d-acf45d9d49b3-143-6-200,Set a timer for 15 minutes,Assistant,Set a timer,1,5.0,,5.0,,5.0,,,,,,train
17233,b42d2576-1410-4993-bc1d-acf45d9d49b3-136-7-200,What kind of leaf is this?,Multimodal search,What is this leaf?,1,4.0,,5.0,,2.0,,,,,,train
17234,b42d2576-1410-4993-bc1d-acf45d9d49b3-136-7-200,What kind of leaf is this? Is it poisonous?,Multimodal search,What is this leaf? Is it poisonous?,6,3.3333333333333335,1.505545305418162,3.6666666666666665,1.632993161855452,3.0,1.4142135623730951,,,,,test
17235,b42e8147-19dd-425c-8484-9dc72dd696a2-30-0-200,How many calories have I burned?,Assistant,How many calories have I burned?,6,3.8333333333333335,1.6020819787597222,3.1666666666666665,1.7224014243685084,3.5,1.378404875209022,,,,,test
17236,b42e8147-19dd-425c-8484-9dc72dd696a2-30-0-200,How many calories have I burned? How many times have I skipped?,Assistant,How many calories have I burned? How many times have I skipped?,1,4.0,,5.0,,5.0,,,,,,train
17237,b4304393-0d38-4a9b-8e6e-c0a63f9bd8cc-93-0-200,Where can I get something to eat?,Maps,Show me a list of nearby restaurants,1,3.0,,4.0,,1.0,,,,,,train
17238,b4304393-0d38-4a9b-8e6e-c0a63f9bd8cc-93-0-200,Where can I buy some groceries?,Maps,Show me a list of nearby grocery stores,1,4.0,,4.0,,4.0,,,,,,train
17239,b4316db1-6065-47ce-a138-2608d710ba59-75-0-200,How do I attach this plastic hose to the glue gun?,Instructions,How to attach the plastic hose to the glue gun,1,5.0,,5.0,,4.0,,,,,,train
17240,b4316db1-6065-47ce-a138-2608d710ba59-75-0-200,What is this plastic hose for?,Multimodal search,What is the plastic hose for?,1,5.0,,1.0,,1.0,,,,,,train
17241,b4461fe4-c5ed-4764-8ef0-bcff0eb2714c-137-0-200,Take a picture of this,Assistant,Take a picture of the food,5,4.0,1.7320508075688772,3.6,1.51657508881031,3.4,1.51657508881031,,,,,test
17242,b4461fe4-c5ed-4764-8ef0-bcff0eb2714c-137-0-200,Take a picture of this and create a recipe card,Assistant,Take a picture of the food and create a recipe card,1,1.0,,1.0,,1.0,,,,,,train
17243,b45099b9-a5af-4e72-bb58-0d9333aa751c-146-0-200,Remember this,Memory,Remember what I'm writing,1,3.0,,3.0,,3.0,,,,,,train
17244,b45099b9-a5af-4e72-bb58-0d9333aa751c-146-0-200,Remember this and check my calendar,Memory,Remember what I'm writing and check my calendar,1,5.0,,5.0,,5.0,,,,,,train
17245,b45e4207-b0ff-4894-94d7-50622a0466db-40-0-200,Give me directions to my destination,Maps,Open the maps app and give me directions to my destination,5,4.4,0.894427190999916,4.8,0.4472135954999579,3.4,1.1401754250991378,,,,,test
17246,b45e4207-b0ff-4894-94d7-50622a0466db-40-0-200,What's nearby?,Maps,Show me some points of interest nearby,1,1.0,,4.0,,2.0,,,,,,train
17247,b4672a25-c22a-4ea9-93a3-7f4aa6d1ef65-120-0-200,Can you help me find a shirt to match these pants?,Memory,Find a shirt to match these pants,5,3.8,1.3038404810405297,2.6,1.816590212458495,2.8,1.0954451150103321,,,,,test
17248,b46da39f-a64d-43f3-bc43-f601e256c9df-71-0-200,Remember the clothes I have folded,Memory,Remember the clothes I have folded,1,5.0,,5.0,,5.0,,,,,,train
17252,b4707bc6-3579-4992-93ec-0eff21ba8922-28-1-200,Show me my shopping list,Assistant,Open the shopping list,1,1.0,,1.0,,1.0,,,,,,train
17253,b4707bc6-3579-4992-93ec-0eff21ba8922-123-2-200,How do I clean this box?,Instructions,How do I clean this box?,1,4.0,,5.0,,3.0,,,,,,train
17254,b4707bc6-3579-4992-93ec-0eff21ba8922-123-2-200,How do I clean this box? What else should I clean?,Instructions,How do I clean this box? What else should I clean?,1,3.0,,4.0,,4.0,,,,,,train
17255,b4707bc6-3579-4992-93ec-0eff21ba8922-16-3-200,Show me a YouTube video on how to clean a camera,Assistant,Show a YouTube video on how to clean a camera,1,5.0,,4.0,,1.0,,,,,,train
17256,b4707bc6-3579-4992-93ec-0eff21ba8922-16-3-200,Show me a YouTube video on how to clean a camera and add a reminder to clean the camera once a month,Assistant,Show a YouTube video on how to clean a camera and add a reminder to clean the camera once a month,2,5.0,0.0,3.0,2.8284271247461903,3.5,2.1213203435596424,,,,,train
17257,b48bf95b-8461-4fbf-91bc-3e383f4b11bf-199-0-200,Show me some recipes,Assistant,Open the recipe book,2,3.0,0.0,2.0,1.4142135623730951,2.0,1.4142135623730951,,,,,val
17258,b48bf95b-8461-4fbf-91bc-3e383f4b11bf-199-0-200,What should I make with the ingredients I have?,Multimodal search,Look up a recipe for me,1,1.0,,1.0,,1.0,,,,,,train
17259,b48bf95b-8461-4fbf-91bc-3e383f4b11bf-34-1-200,What can I make with these ingredients?,Multimodal search,What can I make with these ingredients?,5,4.4,1.3416407864998738,4.8,0.44721359549995787,3.6,1.6733200530681511,,,,,test
17260,b48bf95b-8461-4fbf-91bc-3e383f4b11bf-34-1-200,How do I make beef stew?,Instructions,How do I make beef stew?,1,5.0,,5.0,,5.0,,,,,,train
17261,b48c01a3-1c52-44d3-8dd3-2fea7c57bb0f-44-0-200,Turn off the vacuum cleaner,Assistant,Turn off the vacuum cleaner,5,2.0,1.7320508075688774,2.6,0.8944271909999159,1.8,1.3038404810405297,,,,,test
17262,b48c01a3-1c52-44d3-8dd3-2fea7c57bb0f-44-0-200,Turn off the vacuum cleaner and put it away,Assistant,Turn off the vacuum cleaner and put it away,1,4.0,,5.0,,3.0,,,,,,train
